Lipid,Sample_ID,db,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Transition,Cluster_Label,Biology,Genotype,FAC,TG,Group,Max_Intensity,Cluster_RT_x,distance_to_truth,RT_Start,RT_End,Area,Group_Intensity,Group_Threshold,Area_DDT,Cluster_RT_y,Area_Ratio,Area_DDT_Ratio
[TG(52:5)]_FA16:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.64,49192.0,788.7 -> 599.5,2,liver,5xFAD,FA16:1,TG(52:5),50,49192.0,12.41,0.11313333333333198,12.5,13.08,7795.0,"[41.18000411987305, 57.72000503540039, 716.320068359375, 1091.9000244140625, 1486.66015625, 1842.18017578125, 2358.72021484375, 2525.980224609375, 2577.30029296875, 2628.440185546875, 2753.740234375, 3105.3203125, 3574.520263671875, 4240.64013671875, 5590.1005859375, 6989.08056640625, 17883.28125, 17994.6015625, 18677.26171875, 22573.361328125, 22708.541015625, 30780.861328125, 40901.5234375, 41131.8046875, 48399.5234375, 49191.82421875]",1192.0,7662.0,12.64,0.10455420141116101,0.1014095536413469
[TG(52:5)]_FA16:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.69,5585.0,760.7 -> 599.5,2,liver,5xFAD,FA16:1,TG(52:5),55,5585.0,12.38,0.06083333333333307,12.56,13.04,815.0,"[109.3600082397461, 142.20001220703125, 635.1800537109375, 815.8800659179688, 1021.7600708007812, 1501.580078125, 1740.340087890625, 2932.80029296875, 3996.480224609375, 5585.46044921875]",242.0,777.0,12.69,0.10455420141116101,0.1014095536413469
[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-10,746.6,599.5,13.0,954.0,746.6 -> 599.5,2,liver,5xFAD,FA16:1,TG(52:5),41,954.0,11.67,0.25326666666666675,12.6,13.05,100.0,"[40.660003662109375, 40.7400016784668, 40.76000213623047, 40.76000213623047, 40.76000213623047, 40.78000259399414, 40.78000259399414, 40.80000305175781, 40.820003509521484, 40.820003509521484, 40.86000442504883, 40.86000442504883, 48.6400032043457, 51.36000442504883, 59.30000305175781, 60.920005798339844, 61.96000289916992, 143.52000427246094, 149.52000427246094, 163.02000427246094, 165.5600128173828, 167.30001831054688, 250.4000244140625, 252.36001586914062, 285.780029296875, 329.02001953125, 356.4000244140625, 392.4200134277344, 438.6800231933594, 597.1800537109375, 946.1800537109375, 953.9800415039062]",141.0,136.0,13.0,0.3048092423428264,0.2945374691188581
[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-12,718.6,599.5,12.6,817.0,718.6 -> 599.5,0,liver,5xFAD,FA16:1,TG(52:5),46,817.0,11.67,0.3654666666666664,12.6,13.01,29.0,"[40.660003662109375, 40.70000457763672, 40.7400016784668, 40.7400016784668, 40.78000259399414, 40.80000305175781, 40.86000442504883, 40.880001068115234, 40.980003356933594, 54.12000274658203, 124.50000762939453, 128.62001037597656, 205.28001403808594, 391.34002685546875, 794.9400634765625, 817.1400756835938]",141.0,185.0,12.6,0.3048092423428264,0.2945374691188581
[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.68,43297.0,788.7 -> 599.5,2,liver,5xFAD,FA16:1,TG(52:5),51,43297.0,12.41,0.0687166666666652,12.55,13.08,7444.0,"[1826.3001708984375, 3480.080322265625, 4424.76025390625, 4606.88037109375, 5172.1005859375, 5198.64013671875, 5227.00048828125, 5339.54052734375, 5346.22021484375, 7523.140625, 7994.00048828125, 9876.0810546875, 14460.9609375, 15544.7412109375, 16244.12109375, 20062.560546875, 24051.541015625, 25875.001953125, 36534.1640625, 42406.86328125, 42408.86328125, 43296.94140625]",4707.0,7286.0,12.68,0.3048092423428264,0.2945374691188581
[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.73,14527.0,760.7 -> 599.5,2,liver,5xFAD,FA16:1,TG(52:5),56,14527.0,12.38,0.016399999999999082,12.56,13.04,2269.0,"[158.24000549316406, 253.48001098632812, 1752.7000732421875, 1994.940185546875, 3516.540283203125, 4844.92041015625, 6354.560546875, 8029.58056640625, 10617.7412109375, 14526.640625]",353.0,2146.0,12.73,0.3048092423428264,0.2945374691188581
[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-10,746.6,599.5,13.0,737.0,746.6 -> 599.5,2,liver,5xFAD,FA16:1,TG(52:5),42,737.0,11.67,0.25301666666666733,12.6,13.05,104.0,"[40.7400016784668, 40.7400016784668, 40.7400016784668, 40.76000213623047, 40.78000259399414, 40.78000259399414, 40.840003967285156, 40.840003967285156, 40.86000442504883, 40.86000442504883, 40.900001525878906, 40.900001525878906, 40.96000289916992, 41.000003814697266, 64.52000427246094, 78.56000518798828, 109.98001098632812, 168.98001098632812, 184.28001403808594, 188.50001525878906, 224.88002014160156, 240.5600128173828, 262.6400146484375, 319.08001708984375, 320.260009765625, 321.9800109863281, 376.3600158691406, 386.5600280761719, 411.5000305175781, 448.7400207519531, 531.4000244140625, 737.2000732421875]",141.0,142.0,13.0,0.42403134523291247,0.38626043650212394
[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-12,718.6,599.5,12.38,1127.0,718.6 -> 599.5,0,liver,5xFAD,FA16:1,TG(52:5),47,1127.0,11.67,0.36544999999999916,12.34,13.01,88.0,"[40.46000289916992, 40.68000411987305, 40.68000411987305, 40.68000411987305, 40.68000411987305, 40.80000305175781, 40.820003509521484, 40.86000442504883, 40.86000442504883, 40.880001068115234, 40.900001525878906, 40.92000198364258, 40.96000289916992, 90.4800033569336, 488.60003662109375, 1126.9000244140625]",141.0,36.0,12.38,0.42403134523291247,0.38626043650212394
[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.64,44874.0,788.7 -> 599.5,2,liver,5xFAD,FA16:1,TG(52:5),52,44874.0,12.41,0.11309999999999931,12.55,13.08,6891.0,"[1472.9600830078125, 2795.060302734375, 3056.72021484375, 3434.18017578125, 3868.520263671875, 4829.68017578125, 5108.08056640625, 5951.08056640625, 6070.08056640625, 6982.6806640625, 11412.900390625, 12339.7412109375, 15373.521484375, 17407.44140625, 19189.681640625, 19846.80078125, 20143.40234375, 20710.40234375, 33068.94140625, 34021.18359375, 38743.22265625, 44874.1015625]",3534.0,6827.0,12.64,0.42403134523291247,0.38626043650212394
[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.73,20182.0,760.7 -> 599.5,2,liver,5xFAD,FA16:1,TG(52:5),57,20182.0,12.38,0.016383333333331862,12.6,13.04,2922.0,"[40.980003356933594, 230.88002014160156, 1763.8001708984375, 2276.56005859375, 4763.80029296875, 6063.240234375, 7828.8203125, 11242.2412109375, 12299.3408203125, 20182.44140625]",331.0,2637.0,12.73,0.42403134523291247,0.38626043650212394
[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-10,746.6,599.5,12.9,665.0,746.6 -> 599.5,2,liver,5xFAD,FA16:1,TG(52:5),43,665.0,12.38,0.20860000000000056,12.6,12.9,49.0,"[40.78000259399414, 40.80000305175781, 40.820003509521484, 40.880001068115234, 40.900001525878906, 40.92000198364258, 40.94000244140625, 40.94000244140625, 40.96000289916992, 40.980003356933594, 41.000003814697266, 41.02000427246094, 41.08000183105469, 41.08000183105469, 74.50000762939453, 81.08000946044922, 82.24000549316406, 119.40000915527344, 129.94000244140625, 134.28001403808594, 168.6800079345703, 176.04000854492188, 191.1800079345703, 217.6400146484375, 267.280029296875, 268.70001220703125, 328.4400329589844, 355.780029296875, 360.280029296875, 405.98004150390625, 539.1200561523438, 664.8400268554688]",141.0,76.0,12.9,0.19219620958751393,0.18157181571815717
[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-12,718.6,599.5,12.34,384.0,718.6 -> 599.5,0,liver,5xFAD,FA16:1,TG(52:5),48,384.0,12.34,0.40988333333333316,12.34,13.01,51.0,"[40.76000213623047, 40.80000305175781, 40.840003967285156, 40.86000442504883, 40.86000442504883, 40.900001525878906, 40.92000198364258, 40.980003356933594, 40.980003356933594, 41.08000183105469, 42.02000427246094, 87.46000671386719, 110.60000610351562, 116.46000671386719, 227.78001403808594, 383.7600402832031]",141.0,177.0,12.34,0.19219620958751393,0.18157181571815717
[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.64,31804.0,788.7 -> 599.5,2,liver,5xFAD,FA16:1,TG(52:5),53,31804.0,12.41,0.1128499999999999,12.5,13.04,4485.0,"[96.8800048828125, 224.90000915527344, 257.32000732421875, 426.8800354003906, 926.320068359375, 1147.840087890625, 1207.60009765625, 1467.080078125, 1504.16015625, 1561.4400634765625, 1567.2801513671875, 1685.360107421875, 1869.18017578125, 2077.000244140625, 4650.46044921875, 4880.18017578125, 8071.1005859375, 9434.1005859375, 9956.240234375, 12798.98046875, 16471.30078125, 17260.6015625, 17804.98046875, 21962.2421875, 31375.361328125, 31804.341796875]",527.0,4428.0,12.64,0.19219620958751393,0.18157181571815717
[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.69,6253.0,760.7 -> 599.5,2,liver,5xFAD,FA16:1,TG(52:5),58,6253.0,12.38,0.06081666666666585,12.6,13.04,862.0,"[41.08000183105469, 620.8400268554688, 765.7200317382812, 948.7800903320312, 1037.6600341796875, 1150.2200927734375, 1533.2601318359375, 1802.9801025390625, 5597.38037109375, 6253.4404296875]",721.0,804.0,12.69,0.19219620958751393,0.18157181571815717
[TG(52:5)]_FA16:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-10,746.6,599.5,12.9,461.0,746.6 -> 599.5,2,liver,5xFAD,FA16:1,TG(52:5),44,461.0,11.67,0.20861666666666778,12.6,12.9,49.0,"[40.92000198364258, 40.980003356933594, 41.000003814697266, 41.000003814697266, 41.04000473022461, 41.08000183105469, 41.160003662109375, 41.160003662109375, 41.20000457763672, 41.20000457763672, 41.2400016784668, 41.28000259399414, 41.28000259399414, 66.02000427246094, 74.8600082397461, 94.56000518798828, 119.48001098632812, 121.90000915527344, 123.94001007080078, 178.3400115966797, 181.20001220703125, 231.00001525878906, 237.9400177001953, 247.4400177001953, 249.38002014160156, 291.760009765625, 339.260009765625, 380.6200256347656, 386.6800231933594, 398.1600341796875, 403.4200134277344, 460.7000427246094]",141.0,91.0,12.9,0.31812643833762017,0.3102648102648103
[TG(52:5)]_FA16:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-12,718.6,599.5,12.34,703.0,718.6 -> 599.5,0,liver,5xFAD,FA16:1,TG(52:5),49,703.0,11.67,0.4098499999999987,12.34,13.01,58.0,"[40.86000442504883, 40.880001068115234, 40.92000198364258, 40.92000198364258, 40.94000244140625, 40.96000289916992, 40.96000289916992, 40.96000289916992, 40.980003356933594, 41.000003814697266, 41.000003814697266, 41.08000183105469, 41.1400032043457, 206.1000213623047, 241.260009765625, 703.280029296875]",141.0,31.0,12.34,0.31812643833762017,0.3102648102648103
[TG(52:5)]_FA16:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,788.7,599.5,12.64,50976.0,788.7 -> 599.5,2,liver,5xFAD,FA16:1,TG(52:5),54,50976.0,12.41,0.11308333333333209,12.5,13.08,7387.0,"[58.820003509521484, 74.70000457763672, 1130.6201171875, 1236.4801025390625, 1751.14013671875, 2148.740234375, 2406.14013671875, 2949.1201171875, 3381.84033203125, 3654.620361328125, 3820.940185546875, 3847.940185546875, 4392.30029296875, 5217.42041015625, 7655.7607421875, 7895.54052734375, 12679.6005859375, 13769.560546875, 14670.220703125, 19463.921875, 22635.6015625, 24996.6015625, 37351.00390625, 38580.1640625, 47123.94140625, 50976.40234375]",1336.0,7326.0,12.64,0.31812643833762017,0.3102648102648103
[TG(52:5)]_FA16:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,760.7,599.5,12.69,16993.0,760.7 -> 599.5,2,liver,5xFAD,FA16:1,TG(52:5),59,16993.0,12.38,0.06078333333333319,12.6,13.04,2350.0,"[40.980003356933594, 692.4600219726562, 922.2000732421875, 1468.9400634765625, 2799.900146484375, 4428.00048828125, 5560.62060546875, 8105.1005859375, 12380.6611328125, 16992.76171875]",792.0,2273.0,12.69,0.31812643833762017,0.3102648102648103
[TG(54:5)]_FA18:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,816.7,599.5,13.78,5788.0,816.7 -> 599.5,0,liver,5xFAD,FA18:1,TG(54:5),170,5788.0,13.52,0.12681666666666658,13.65,14.18,695.0,"[131.1800079345703, 178.16001892089844, 298.22003173828125, 299.3600158691406, 453.5400390625, 574.300048828125, 741.1000366210938, 1853.16015625, 2294.440185546875, 3479.480224609375, 5788.4404296875]",278.0,715.0,13.78,7.536690647482015,7.267132867132867
[TG(54:5)]_FA18:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,788.7,599.5,13.84,38262.0,788.7 -> 599.5,1,liver,5xFAD,FA18:1,TG(54:5),175,38262.0,13.57,0.07388333333333286,13.75,14.24,5238.0,"[1676.7601318359375, 2315.240234375, 2378.380126953125, 2515.880126953125, 2596.960205078125, 2785.7802734375, 3005.740234375, 3337.3603515625, 3338.64013671875, 3975.2001953125, 4296.10009765625, 6804.3203125, 8806.9208984375, 9218.220703125, 11198.48046875, 13257.2607421875, 13682.7607421875, 13792.1611328125, 31117.642578125, 35736.7421875, 37306.12109375, 38261.58203125]",2616.0,5196.0,13.84,7.536690647482015,7.267132867132867
[TG(54:5)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,816.7,599.5,13.83,9143.0,816.7 -> 599.5,0,liver,5xFAD,FA18:1,TG(54:5),171,9143.0,13.52,0.0823999999999998,13.69,14.18,1498.0,"[75.84000396728516, 368.84002685546875, 462.5000305175781, 697.7600708007812, 1063.860107421875, 1637.840087890625, 3008.2001953125, 4941.740234375, 6022.72021484375, 6571.3603515625, 9143.48046875]",469.0,1417.0,13.83,5.731642189586115,5.702187720536345
[TG(54:5)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,788.7,599.5,13.88,52768.0,788.7 -> 599.5,1,liver,5xFAD,FA18:1,TG(54:5),176,52768.0,13.57,0.029733333333332723,13.75,14.24,8586.0,"[728.0400390625, 1141.4000244140625, 3383.100341796875, 3866.440185546875, 4105.30029296875, 4146.66015625, 4740.68017578125, 5294.58056640625, 6933.060546875, 7027.12060546875, 7780.1005859375, 12628.880859375, 20184.560546875, 21099.162109375, 22587.7421875, 25528.001953125, 28793.462890625, 29305.0625, 39962.3046875, 40791.3046875, 47966.203125, 52767.60546875]",3966.0,8080.0,13.88,5.731642189586115,5.702187720536345
[TG(54:5)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-10,774.6,599.5,13.88,588.0,774.6 -> 599.5,2,liver,5xFAD,FA18:1,TG(54:5),162,588.0,12.82,0.02505000000000024,13.62,14.15,60.0,"[40.68000411987305, 40.76000213623047, 40.840003967285156, 40.880001068115234, 40.96000289916992, 40.96000289916992, 40.980003356933594, 44.60000228881836, 48.22000503540039, 78.8800048828125, 203.50001525878906, 346.260009765625, 357.7600402832031, 587.9800415039062]",141.0,126.0,13.88,5.592307692307692,5.811485642946317
[TG(54:5)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,816.7,599.5,13.78,12026.0,816.7 -> 599.5,0,liver,5xFAD,FA18:1,TG(54:5),172,12026.0,13.52,0.12679999999999936,13.65,14.18,1690.0,"[156.10000610351562, 533.56005859375, 926.9000854492188, 961.1400756835938, 1003.2000732421875, 2135.18017578125, 2284.900146484375, 3332.8603515625, 4236.76025390625, 10804.041015625, 12025.6611328125]",634.0,1602.0,13.78,5.592307692307692,5.811485642946317
[TG(54:5)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,788.7,599.5,13.88,58631.0,788.7 -> 599.5,1,liver,5xFAD,FA18:1,TG(54:5),177,58631.0,13.57,0.029716666666665503,13.75,14.24,9451.0,"[2602.060302734375, 4185.30029296875, 4333.5205078125, 4742.80029296875, 5246.96044921875, 5850.4404296875, 6471.240234375, 6889.48046875, 7393.9404296875, 8240.220703125, 8872.4404296875, 10260.98046875, 17520.521484375, 18127.6015625, 22438.78125, 25695.041015625, 29002.662109375, 31248.90234375, 47859.68359375, 53458.984375, 55612.32421875, 58631.42578125]",4843.0,9310.0,13.88,5.592307692307692,5.811485642946317
[TG(54:5)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-10,774.6,599.5,13.88,486.0,774.6 -> 599.5,2,liver,5xFAD,FA18:1,TG(54:5),163,486.0,12.82,0.025066666666665682,13.49,14.15,52.0,"[40.7400016784668, 40.86000442504883, 40.96000289916992, 40.96000289916992, 40.980003356933594, 41.000003814697266, 41.04000473022461, 41.08000183105469, 41.12000274658203, 41.18000411987305, 41.26000213623047, 104.52000427246094, 164.20001220703125, 486.0600280761719]",141.0,14.0,13.88,7.322751322751323,7.270223752151463
[TG(54:5)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,816.7,599.5,13.78,5135.0,816.7 -> 599.5,0,liver,5xFAD,FA18:1,TG(54:5),173,5135.0,13.52,0.12679999999999936,13.61,14.18,567.0,"[55.840003967285156, 70.60000610351562, 128.3000030517578, 179.4600067138672, 181.32000732421875, 361.6600341796875, 417.46002197265625, 511.6400451660156, 1131.2601318359375, 1589.9801025390625, 3222.600341796875, 5135.42041015625]",171.0,581.0,13.78,7.322751322751323,7.270223752151463
[TG(54:5)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,788.7,599.5,13.88,30665.0,788.7 -> 599.5,1,liver,5xFAD,FA18:1,TG(54:5),178,30665.0,13.57,0.029466666666666086,13.75,14.24,4152.0,"[953.06005859375, 1081.4801025390625, 1132.10009765625, 1457.9801025390625, 1479.9801025390625, 1610.7401123046875, 2218.320068359375, 2239.480224609375, 3140.7001953125, 3872.580322265625, 4664.740234375, 4885.060546875, 5292.740234375, 5619.58056640625, 6288.3603515625, 8098.50048828125, 13228.30078125, 17253.12109375, 23958.501953125, 24377.421875, 29418.76171875, 30664.642578125]",1558.0,4224.0,13.88,7.322751322751323,7.270223752151463
