lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,10xBlank_01202023
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",0.057213725595196066,13.289667572092997,0.009220983379475689,0.9234999614089011,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CAR,4548090.254638672,7191994.978515625,7154281.061279297,6230783.154052734,5983506.459472656,5710127.011474609,5824302.9326171875,5732824.095458984,2817110.0759277344
(9Z)-3-hydroxyoctadecenoylcarnitine,0.08571250502211307,14.538612873460007,0.020659459965761906,0.8857105295066282,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CAR,10822962.869628906,19673378.95703125,18254947.068847656,15744826.903320312,13176578.10888672,14309309.020996094,14130034.278320312,13802748.841796877,2395006.220703125
1-O-behenoyl-Cer(d18:1/16:0),0.004212970074736323,5.944199098787205,5.015029540800242e-5,0.994349678244346,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,29398.342208862305,33126.942710876465,46202.78359985352,39305.7628326416,36187.022552490234,36516.56300354004,35957.262645721436,34225.282024383545,22294.401321411133
1-O-carboceroyl-Cer(d18:1/16:0),-0.023692785772118977,7.218162509665841,0.0015887135716639023,0.9682058014865366,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,68731.26498031616,46299.72317123413,75554.60557937622,168528.36987304688,99853.7479057312,92730.02653503418,82360.3857345581,87016.90506744385,49086.90395736694
1-O-carboceroyl-Cer(d18:1/18:0),-0.08673605575968381,5.381716442045086,0.021364650019677356,0.8837899390144712,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,23379.941871643063,18910.121425628666,23674.221508026123,19387.241500854492,22414.021717071533,23910.721534729004,21830.84148788452,21737.881813049316,32565.38228225708
1-O-cerotoyl-Cer(d18:1/16:0),-0.19896429985146305,7.365315129876218,0.11309722697944835,0.7366451689960043,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,80859.80527496338,67606.82591247559,69276.28416442871,121797.58711624146,102118.72706985474,97478.24760437012,85335.76477050781,105676.1282157898,104272.36771011353
1-O-cerotoyl-Cer(d18:1/18:0),-0.22077131517633672,9.127489501475322,0.1394024283872568,0.7088758034073989,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,286598.67964172363,210867.73253631592,259933.4981918335,272286.04024124146,300706.4411582947,305559.53926086426,284533.3180465698,315078.30672073364,544596.580368042
1-O-eicosanoyl-Cer(d18:1/16:0),0.06488993909746084,6.679529435240411,0.011855282597025507,0.9132961103606188,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,32220.22254562378,144073.01107406616,48475.983406066895,49439.163635253906,50599.063232421875,50221.263679504395,97699.06726837158,35528.922370910645,28402.641986846924
1-O-lignoceroyl-Cer(d18:1/16:0),-0.053624967499382156,6.9591156097454725,0.00815226337635977,0.9280568577319807,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,52082.28335571289,42169.38264846802,64451.98418426514,151543.98889923096,89210.56663894653,77242.60544967651,81890.94709014893,73431.82516098022,19274.341342926025
1-O-myristoyl-Cer(d18:1/16:0),0.04707241429795169,6.639828894665086,0.006245257779170288,0.9370111923637818,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,54386.303718566895,80557.88554382324,58228.624572753906,50704.183753967285,50433.8034324646,55769.94352340698,59503.92415237427,51984.18327713013,43334.30277252197
1-O-palmitoyl-Cer(d18:1/16:0),-0.03687432215469528,6.4719524314809425,0.0038510126018991286,0.9505178162881661,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,35647.702491760254,75182.80504226685,49120.04314041138,46163.84300994873,45528.64307785034,42922.682651519775,68184.54487991333,40714.48252868652,50665.82361602783
1-O-stearoyl-Cer(d18:1/16:0),0.04154288681201065,7.05202457410431,0.004865866609179648,0.9443880565916855,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,40163.10260391235,200401.791885376,58489.64445877075,65201.24501800537,57285.90365982056,61475.42427444458,137949.04893875122,43658.14338684082,32940.40257644653
1-O-tricosanoyl-Cer(d18:1/16:0),-0.0022179612494824066,6.24028856468385,1.390504117182445e-5,0.9970247381433692,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,31280.9020614624,36101.58243179321,44575.183376312256,82565.64527130127,42070.66318130493,43802.02247619629,44314.10312652588,45363.443408966064,21537.66153717041
1-O-tricosanoyl-Cer(d18:1/18:0),-0.03196934647005476,4.317161750910933,0.0028932288228133984,0.9571034786967091,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,10099.880729675291,10180.240703582764,11458.880809783936,12517.040855407717,10831.58073425293,11110.9609375,11287.780799865724,10400.820728302002,12759.900817871094
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",-0.035737743226838925,12.768912235077634,0.003617247909016408,0.9520412962122732,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CAR,3269997.2236328125,4893907.564453125,4660732.6201171875,4206026.020996094,3740109.557617187,4113421.935546875,4024964.0034179688,4172629.288574219,2428656.8916015625
12:0 Cholesteryl ester,-0.16219079126069974,7.978551688403847,0.07501395654981025,0.7841716477309181,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,162075.57186889648,185949.39279174805,190370.63200378415,52144.48365020752,51295.14357757568,194297.81564331055,206243.57360839844,53790.523944854736,158999.98956298828
12:0 Cholesteryl ester_2,-0.12335808814134255,7.96472023336427,0.04330504564859439,0.8351519458895,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,167308.3116760254,191733.1952819824,180831.03214263916,49434.48342514038,48283.80372619629,190207.0535888672,198169.45237731937,51690.70365142822,163044.15301513672
14:0 Cholesteryl ester,0.06529622552798169,7.5018378480289725,0.012004113636066904,0.9127557288502528,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,202606.45343017575,94036.7070159912,116114.08819580078,39418.46291732788,37524.18278503418,151012.9727783203,95271.94723510742,54412.36402511597,85346.74568939209
14:1 Cholesteryl ester,0.061291108150565855,7.504880761017162,0.010579209374554921,0.9180778278792617,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,199691.31356811523,93316.4656982422,120425.56855773926,37575.38257598877,34715.18257904053,146649.31089782715,99486.52751159668,53858.74382400513,91728.62675476074
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,-0.06210813733040504,8.595564166731974,0.010940985885099508,0.916693875157166,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,247360.9578857422,266253.2185058594,280976.87927246094,103361.62686157228,103570.74768066406,273822.9802246094,280063.29833984375,99011.74743652344,268696.0985107422
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester_2,-0.009577512393148696,8.598536108130284,2.5940385239664465e-4,0.9871498115628337,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,252850.63806152344,269787.4794921875,275199.18005371094,109722.42831420898,102070.20748901369,266944.2990722656,270783.4014892578,96553.88653564452,281328.5203857422
15:0 Cholesteryl ester,-0.011513224233163985,8.50571575623674,3.7489779060706496e-4,0.9845521029444365,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,229352.2568359375,249117.5584716797,268693.6774902344,105126.76776123048,107702.80712890624,241246.33728027344,253455.57739257812,105602.46716308594,248100.27880859375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,-0.018846150197570195,8.654536569658681,0.001004956393444445,0.9747104597646198,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,260590.21728515625,268047.0192871094,298079.80126953125,111455.6879272461,115781.30844116212,278759.4783935547,273873.7996826172,111482.82788085938,282264.8193359375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester_2,-0.01919191209505552,8.65688932219603,0.0010421898768981919,0.9742463934956928,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,261740.3193359375,276397.84020996094,290697.8009033203,112282.48760986328,111079.46835327148,272410.89880371094,280813.90087890625,110884.42791748048,287922.24072265625
15:1 Cholesteryl ester,0.003287719776079108,8.564813075867098,3.054493572562933e-5,0.9955903161062545,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,259498.01831054688,255651.8582763672,270325.19915771484,111679.74743652344,103642.36712646484,260969.47998046875,254370.2586669922,106415.78732299805,255572.7781982422
16:0 Campesteryl ester | 17:0 Cholesteryl ester,-0.08384307787117352,7.798108432279808,0.01996229035739816,0.8876424531356666,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,104547.70739746094,125639.16746520996,145071.9510192871,181893.13065719604,67114.82503509521,163176.71159362793,187992.35208892825,46379.60326766968,121273.30940246582
16:0 Campesteryl ester | 17:0 Cholesteryl ester_2,-0.1212420579012318,7.8297617582677574,0.04182736017401112,0.83794920896563,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,108868.50756835938,129753.7692565918,137290.98944091797,186053.9358062744,68740.46430206299,160255.63095092773,202342.01542663577,50241.78372955322,125768.08905029295
16:2 Campesteryl ester,-0.13634690485377843,7.75964352996795,0.052940998621863855,0.8180225267239513,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,98350.60737609863,120443.98805236816,131431.08966064453,185782.1937828064,66551.36469268799,157160.73239135742,191045.8516845703,48198.26329803467,117353.56846618652
"16:2 Cholesteryl ester, zymosteryl palmitoleate",0.0012055073005374313,8.623474673869332,4.1072198655456305e-6,0.9983829861484502,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,258572.75805664065,269297.05908203125,292214.919921875,110203.26791381836,106837.36743164062,269839.3192138672,260879.01892089844,113157.4481201172,274790.7999267578
16:3 Campesteryl ester,-0.08595274916113006,7.753859902671321,0.02098192526227649,0.8848282064915112,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,100437.2666015625,118072.24786376952,136457.43032836914,189290.55142974856,64989.22410583496,154318.75048446655,185146.27444458008,47734.20327758789,114802.70822143556
16:3 Cholesteryl ester,-7.701635713076459e-4,8.577937411203333,1.6767444321885705e-6,0.998966826218816,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,242702.83837890625,258914.6781005859,280185.4190673828,113500.16781616212,111255.42819213869,254891.2978515625,267854.7390136719,103272.96737670898,268572.4782714844
16:3 Stigmasteryl ester,0.04353481339917621,8.282847140561348,0.005343146547318156,0.9417290642531584,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,140503.76998901367,230125.45840454104,206513.696723938,220924.29370880127,100984.72776794434,209177.1556091309,238084.13414001465,74735.34531402588,174687.61349487305
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",-0.08146877494936396,8.492739060074362,0.018845410224457737,0.8908105959276792,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,173129.27224731445,277060.34257507324,237041.23654174805,223447.37371826172,89343.60666656494,263683.299118042,306007.86514282227,72935.00525665283,197711.39486694336
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester_2",-0.06820765739719264,8.481166956222582,0.013199952289141947,0.9085314829117387,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,176152.7712097168,267835.77947998047,236358.4162597656,224382.29598999023,88803.84687805176,264936.3984527588,297442.67919921875,70505.20509338379,197452.61389160156
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",-0.037245212261514664,8.485230275165291,0.00392912543611601,0.9500191447548674,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,175306.81085205078,278235.6174316406,244266.57760620117,213606.07862091064,89111.60607910156,262366.89752197266,291198.4189758301,70637.344970703125,201944.25617980957
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester_2",-0.09925749668833146,8.493554417875464,0.02800082192879927,0.8671068902195896,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,169233.3512878418,278870.03869628906,241900.73580932617,216516.61446380615,87569.78634643555,270283.1389465332,304620.8027038574,71781.18487167358,199674.9553833008
17:1 Cholesteryl ester; 16:1 Campesteryl ester,-0.14442787973627882,7.79274010960456,0.0594276525438886,0.8074028563277464,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,100099.72714233398,127040.96856689452,131818.60929107666,184913.35300827023,69245.70543670654,159780.23112487793,195049.07516479492,50700.763595581055,122837.10720825195
17:1 Cholesteryl ester; 16:1 Campesteryl ester_2,-0.04284180137291643,7.745961680340909,0.0052002379607074545,0.9425122389381341,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,104714.5871887207,123977.3080444336,138369.3503265381,170765.33235931396,67861.66511154175,141740.25134277344,189485.9930114746,45853.58361053467,119584.48794555664
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",0.07435535514888021,8.331092656109737,0.01555775104498025,0.9007367409246838,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,175049.87139892578,348423.6258239746,213535.4341430664,67835.50381469727,64241.92467880249,219805.51568603516,230061.63494873047,61646.12407684326,232670.8377380371
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated_2",0.11037530454619367,8.32674001738645,0.03420670649211388,0.8532678205465093,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,179889.05236816406,339962.84579467773,213364.9132080078,68219.18450927734,64514.02480316162,218252.77764892575,222260.49298095703,57490.724044799805,241449.8783721924
18:1 Campesteryl ester,-0.041031203824559055,8.245952486238096,0.004769518505781889,0.9449405066095649,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,175239.93341064453,268409.1796569824,215967.89556884769,61878.924240112305,62048.54407501221,224761.61779785156,221406.51528930664,57654.62384033203,225617.7167816162
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",-0.0692422566618807,8.573394052594123,0.013604221359855728,0.9071476087416224,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,185224.33242797852,288059.8182067871,258973.9764404297,218629.17308807373,95617.1079788208,280304.0225830078,318279.0209350586,71046.00440979004,224405.7758178711
18:3 Campesteryl ester,-0.036128636491678696,8.125675613335682,0.0036968218628317118,0.9515172992391098,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,163275.2911682129,237849.93978881836,197581.23251342773,67581.88467407227,63734.52460479736,204601.67504882812,201746.27587890625,59464.94415283203,197820.75631713867
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",-0.06247361442585869,8.664167005233377,0.01107036710891407,0.9162045641489545,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,200000.09326171875,302431.44108581543,274596.4970703125,227412.97649383545,99282.3278427124,303762.46228027344,323355.76055908203,75469.04551696777,254542.46154785156
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",0.08223084762270541,9.113927730987703,0.019019011706404854,0.8903119952037711,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,341507.6442871094,514951.9577636719,400920.3483886719,148631.35021972656,134828.8695678711,394841.6081542969,361790.4643554687,141033.05004882812,328716.4434814453
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester_2",0.12594132924957765,9.117409278572268,0.0444926775417116,0.8329396510670609,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,352155.083984375,523589.3599853515,399723.98828125,146718.33074951172,137638.7099609375,389983.6870117187,350235.70349121094,141314.990234375,329537.4803466797
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",-0.1421573006271051,11.183875406088905,0.057568099076888785,0.8103817863503848,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CAR,1040048.8419189452,1131210.0415039062,1147077.4656982422,1272941.5639648438,1376064.4704589844,1239495.3037109375,1246068.608642578,1313484.6853027344,1930786.4631347656
20:0 Campesteryl ester,0.08423280952600136,9.566518402232115,0.019953973322571983,0.8876657064462,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,679605.6884765625,570926.6004638672,540973.541015625,174167.41290283203,173933.0126953125,585695.0806884766,473914.73474121094,214888.3358154297,317584.8635253906
20:1 Campesteryl ester,0.14645936328364556,9.593107722238086,0.06009385706317971,0.8063476570724845,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,676347.58544921875,688799.9445800781,533536.2581787109,168958.17156982422,165176.45068359375,591302.220703125,470726.4147949219,206285.61291503903,310572.0031738281
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",0.07199727227941655,9.134781993955958,0.014588795384042896,0.90386205549794,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,347684.2236328125,502197.9731445313,419090.47009277344,148990.13116455078,136796.1903076172,399111.8679199219,371012.6671142578,143911.17016601562,336350.2844238281
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",0.05425792644598501,9.124694107078307,0.008294229162856936,0.9274348575347885,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,339358.6844482422,501408.71350097656,406331.3693847656,155499.97149658203,139269.41015625,397876.28942871094,374258.9852294922,143833.49053955078,332064.9237060547
20:3 Campesteryl ester,0.016023292904343664,9.9043727602845,7.249939335451927e-4,0.9785189862300491,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,733625.4548339844,708332.6119384766,659154.8083496094,231894.11669921875,267571.7769165039,718330.4713134766,585737.4237060547,297018.6400756836,532591.3153076172
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",0.09049981654479783,8.907399846585257,0.023024740143227973,0.8793927541230069,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,283521.4597167969,442812.4324951172,341104.5848388672,144004.32977294922,136512.4094543457,331318.5635986328,305953.5029296875,136850.70935058594,281844.6805419922
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.030241048587695902,9.023776371436082,0.002589274983620271,0.9594172228201973,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,257892.53875732425,472898.1745147705,339870.63845825195,132994.22860717773,130860.34854125977,353973.44651794434,347179.2874908447,132554.4094543457,433173.92571258545
20:5 Cholesteryl ester,-0.11286591473677378,10.023100918049241,0.03623198645072989,0.8490372137199523,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,553765.8633422852,813621.7353820801,678465.0278625488,236174.3785057068,275581.3198928833,744792.4973754883,726792.67041015625,239452.2180480957,911030.2897338868
22:0 Campesteryl ester,0.02213730762104343,8.61613808951392,0.0013833203993272036,0.9703311076129959,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,290060.2583770752,331322.3430328369,370521.7639007568,77295.60439682007,69889.4048576355,328048.70728302,321248.46086883545,65602.16407394409,105651.5481300354
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",0.18574028676584423,8.393101537856971,0.09640945732735418,0.756181730011121,0.9999476544552716,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,395209.9066314697,293992.34017944336,204615.7733001709,41977.76301956177,56235.90398788452,273860.9999847412,198562.29412078857,90103.56624221802,79871.64535522461
