lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cerebellum,DOD94_F3_Female_WT_cerebellum,DOD94_F4_Female_5xFAD_cerebellum,FAD184_F3_Female_WT_cerebellum,FAD184_F4_Female_WT_cerebellum,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cerebellum,FAD185_M4_Male_WT_cerebellum,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cerebellum,FAD189_M3_Male_WT_cerebellum,DOD93_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,DOD94_F4_Female_5xFAD_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD189_M3_Male_WT_cortex,Blank_Blank_Blank_Blank_Blank
PE(38:5),-0.6378466587510208,8.592628966517497,4.697102856400306,0.030213506018714257,0.7738014597015151,PE,640912.244140625,1076143.5714111328,692159.9465332031,374830.5458984375,1149254.9090576172,1589188.284790039,2044321.6123046875,632128.548828125,3945932.9555664062,1184911.8614501953,1164458.6053466797,2222563.019897461,598200.7032470703,704204.1866455078,622375.3010253906,1370444.770263672,5405551.490600586,3822759.138305664,1176950.8321533203,6043773.176269531,3553550.383422852,535431.5792236328,90965.40686035156
PI(38:4),-0.6355606860406786,10.41035353123831,4.6637728893286905,0.030805429268462785,0.7827489783411764,PI,1672380.5168457031,3133047.0576171875,1889978.149902344,764793.1185302734,3350915.198486328,7224753.480712891,7547887.72265625,1925405.4116210935,16638091.290039062,5407229.587036133,3336107.5604248047,5742859.923706055,1776969.6245117188,2109606.07421875,2063641.091796875,3898993.835205078,18964249.315185547,16849076.783203125,4279395.711425781,23123847.909423828,14071898.182006836,1512645.3295898438,67657.58447265625
[TG(59:9)|TG(58:2)]_FA18:0,-0.6274842716908435,6.121879085421453,4.546846932952576,0.03297942497272702,0.8249969332324812,TAG,83795.4462890625,66654.10485839844,126376.22955322266,68069.30487060547,107364.64785766602,287105.51947021484,472014.8510742188,209568.69409179688,780844.9927978516,442136.5242919922,74433.9448852539,108195.32733154295,125073.66864013672,89840.30603027344,272021.4598388672,80585.72552490234,476133.1711425781,826497.3698730469,783423.11083984375,908885.028137207,255905.716796875,448901.7543945313,33522.38247680664
PC(34:4)|PC(O-35:4),-0.6274799895417492,13.621834624599387,4.5468473698379785,0.03297941655708777,0.8249969332324812,PC,22279289.92578125,45938119.04589844,25722283.6015625,16908245.436523438,44790892.771484375,50572418.03515625,57389191.720703125,24116931.87915039,91722149.470703125,33249468.48046875,48204057.52392578,82555536.53808594,30197413.44482422,39444160.048828125,42200324.375,64572234.89990234,126660698.57373048,99065594.41015624,53105670.14941406,131387568.765625,108504201.0419922,17861275.375976562,372481.181640625
PE(35:4)|PE(O-36:4)|PE(P-36:3),-0.6263458636520549,5.349961857377949,4.530438866843724,0.03329707771191913,0.8265359213566387,PE,100117.4468383789,103119.32763671876,94640.066162109375,106123.1674194336,124174.708984375,153029.27166748047,165947.05377197266,92407.06719970705,244149.01879882807,143607.03063964844,102232.16748046876,200037.8936767578,106871.6275024414,92431.7670288086,98873.027099609375,149004.87042236328,456703.2341308594,339210.2635498047,126344.72998046876,471800.89453125,405963.3666992188,128434.90893554688,63723.944396972656
PS(P-35:2),-0.6232843137034936,5.1825585947249655,4.486577671661543,0.03416200143492857,0.8415326613016374,PS,89446.346923828125,110327.42785644533,94233.2066040039,88424.06652832031,101711.60766601562,129558.18927001952,125939.24768066406,102764.06677246094,160956.64978027344,123724.14904785156,115091.94909667967,172377.41357421875,104972.50714111328,97028.1675415039,63712.96459197998,127168.46759033205,222844.2156982422,171411.79296875,124937.2294921875,215918.69555664065,522235.1172485352,366584.42822265625,67948.9248046875
[TG(55:11)|TG(54:4)]_FA16:0,-0.6155147489321076,10.394372040103613,4.3763755851884625,0.03644040607393667,0.871060669634027,TAG,1881102.685546875,2832707.0977783203,1768667.0307617188,801409.6872558594,3562262.678955078,6961981.939453125,7099173.221679688,1914276.63482666,16444953.618774414,5604291.78515625,3686563.994140625,5927175.963745117,1606772.1477661133,1948502.0974121091,2259594.576416016,3477323.428466797,18014893.56103516,17120540.081298828,4731802.588012695,23811293.59033203,12255546.647460938,1488280.5549316406,59198.84399414063
[TG(59:12)|TG(58:5)]_FA18:3,-0.6168347205629894,6.468562959410636,4.394979085300292,0.03604490180120843,0.871060669634027,TAG,114756.68823242188,87701.68646240234,156163.73107910156,90828.80627441406,157226.43145751953,375883.2274169922,616444.4638061523,249712.77734375,920221.1354980468,584090.0860595703,109280.20776367188,142571.65057373047,171348.79150390625,111044.8286743164,336267.8249511719,113703.82775878906,632178.8643188477,1023018.411743164,958996.0253295898,1128169.0728759766,343232.28201293945,590816.27685546875,37640.34274291992
[TG(62:15)|TG(61:8)|TG(60:1)]_FA18:3,0.6173157491537171,4.803266670329263,4.401676256764972,0.03590362420346113,0.871060669634027,TAG,91402.0266418457,76686.36541748047,90323.06631469728,60583.34460449219,91550.866455078125,273014.4016113281,212644.85595703125,87450.70617675781,253698.39770507807,271889.2567138672,81972.40606689453,77286.34484863281,52995.78427124024,50595.983795166016,60272.08447265625,75960.22463989258,172118.4716796875,181596.7113342285,67612.52545166016,134193.38989257812,146356.01013183594,92864.60736083984,28362.48210144043
[TG(63:13)|TG(62:6)]_FA16:0,-0.6159380868766969,3.535204562347117,4.3819420339647195,0.03632159117357474,0.871060669634027,TAG,25981.94171142578,43382.86330413818,31426.501983642574,28380.542266845703,45360.80261230469,36757.08251953125,41815.36293029785,33177.04250335693,38592.16275024414,34745.46252441406,35982.66247558594,90241.744140625,36078.22218322754,36051.12191772461,36829.54309082031,81662.82614135742,50945.0241394043,43159.183197021484,66631.88568115234,46618.963439941406,99770.48719787598,64655.12434387207,16803.181243896484
[TG(49:6)]_FA18:2,-0.6131430850659124,4.5747745108345255,4.342772818211074,0.03716634789635851,0.8818809166290361,TAG,64290.40521240234,64500.94454956055,74929.46484375,63699.32421875,67949.48468017578,78461.42520141602,85509.96551513672,62307.2253112793,87701.126953125,101294.76818847656,70939.56503295898,76301.8246459961,57697.46374511719,68087.9644165039,58186.28439331055,69353.50436401367,91141.28594970705,82784.066162109375,66863.92416381836,95305.506103515625,434832.4079589844,338152.7249145508,36630.38232421875
DG(36:6)_C16:1,-0.6108150508531842,6.102817982180286,4.310129629797302,0.03788607458410108,0.8923968079043371,DAG,50516.46365356445,171134.33279800415,171197.49211120603,28891.381923675537,43207.72241973877,151804.38818359375,172760.75121307373,105319.32823562622,18019.401248931885,35914.40285873413,75611.86535644531,530484.365524292,311117.70303344727,92568.38637161256,35323.88272476196,27023.7419128418,87342.82552337646,147292.0097618103,155127.8913116455,59335.9849395752,51387.30395126343,53720.5641708374,1920249.1141052248
[TG(45:3)]_FA16:1,0.6085727783335885,7.745243587502546,4.278886453532323,0.03858862121100971,0.9023585554197706,TAG,1665384.770263672,454612.6278076172,1911822.678955078,84018.2060546875,130126.00970458984,157193.85131835938,191138.5719604492,94758.1063232422,226959.69494628903,121296.27044677734,102307.84631347656,1415711.8143310547,741562.9344482422,91888.68634033205,89406.0068359375,118725.248046875,260301.69512939453,142624.71112060547,114323.3881225586,247292.7368774414,166074.39208984375,166562.6922607422,5501317.548217773
[TG(51:8)|TG(50:1)]_FA22:5,0.5957216019952022,8.060077689798467,4.101340127992444,0.042849236940195073,0.944253688995325,TAG,1682325.5158691406,354913.64532470703,2211683.857910156,260008.2769165039,169015.9116821289,299535.0435791016,309329.6638183594,250608.75994873047,335512.2847290039,215029.61584472656,192320.45343017575,1333510.689453125,502406.67333984375,251681.14086914065,195521.6552734375,182710.63299560547,234706.3365478516,307811.0990600586,198987.99346923828,276155.9418334961,592288.3392333984,450249.2322998047,6991643.872253418
[TG(59:11)|TG(58:4)]_FA18:2,-0.5969541633022659,6.317614093746011,4.11819699381158,0.04242426970410354,0.944253688995325,TAG,93323.70703125,79697.94537353516,151671.38970947266,77325.78515625,132724.1688232422,336851.46673583984,555051.7244873047,234813.5581665039,874219.6212768555,529183.1549682617,89957.42547607422,130550.83020019533,141258.07037353516,102206.56756591795,294869.35974121094,94533.74658203124,556430.8412475586,927639.8973388672,862492.4642333984,1035584.651916504,306490.10174560547,534330.2624511719,32623.38217163086
[TG(60:12)|TG(59:5)]_FA22:6,0.6001142315187703,8.033097470723144,4.161637344324845,0.041349414100218994,0.944253688995325,TAG,738700.5050048828,463727.6160888672,911657.3312683104,431120.79205322266,707362.7299194336,2966136.679138184,2457398.694335937,812131.7596435547,2961498.70501709,2629574.4990844727,439281.0313720703,665326.2079467773,351155.5463256836,504591.4323730469,482750.3552856445,661907.6256713867,2124002.216796875,2388499.144744873,606627.4817199707,1654464.7843017578,976849.1293640136,553286.1589355469,84368.56564331055
[TG(62:7)|TG(61:0)]_FA14:0,-0.5952575375306595,4.715214764006495,4.094862617167337,0.043013725529071206,0.944253688995325,TAG,72132.24278259277,120903.76809692384,92259.28678894044,58024.1844329834,104610.7882232666,54204.62310791016,68146.84494018555,89747.36769104004,63216.10527038574,41029.4225769043,125782.90664672852,194338.93225097656,33291.74223327637,129331.23114013672,136844.7879333496,215735.5132293701,144315.6303100586,78176.80442810059,218061.83491516116,196129.2166595459,87561.72714233398,35827.80294799805,15074.141052246094
[TG(64:10)|TG(63:3)]_FA14:0,-0.5986183752569031,3.9322360513143813,4.140782231599589,0.041861820768232555,0.944253688995325,TAG,53148.78332519531,62056.52484893799,56756.50321960449,40193.6628112793,32675.122314453125,39960.68246459961,42904.36315917969,38220.222747802734,48970.36329650879,39709.24279785156,66361.88417816162,108123.2664489746,24787.061920166016,74863.20617675781,88468.84768676758,93494.30555725098,90496.52478027344,60769.86437988281,94245.68608093262,113961.18782043456,76330.48553466797,37919.78273010254,14648.901107788086
[TG(64:17)|TG(63:10)|TG(62:3)]_FA14:0,-0.5964479725067964,3.169316287115566,4.110820790153731,0.04260967840800121,0.944253688995325,TAG,25361.00196838379,34994.8225402832,29391.38214111328,22742.881774902344,23599.101684570312,28817.502243041992,30434.38192749023,21930.26164245605,29385.281982421875,30424.401977539062,30060.162155151367,46843.82354736328,19882.30139160156,34488.302825927734,39272.28283691406,45577.56336975098,61791.10478210449,47704.66390991211,44639.50390625,98775.1467590332,54322.403717041016,31453.90219116211,15646.621032714844
LPS(20:2),0.6015192519798126,5.9251180531699585,4.180952227742637,0.04088072554407763,0.944253688995325,PS,233217.11431884769,267147.6392555237,269041.5980834961,196400.39548492432,100441.26769256592,229248.3766746521,281246.4809074402,914224.5704345704,227102.8177146912,298217.2633666992,173831.51165771484,289780.60191345215,66923.66469192505,214119.93478393555,103198.46766281128,206044.0149383545,267590.9405822754,254937.9384765625,165912.73085021973,292311.5035209656,425298.5676307678,129815.4292602539,41663.323123931885
PG(34:3)|PG(P-35:2),-0.5993951353436096,5.251736566932309,4.151640075801652,0.041594218041107925,0.944253688995325,PG,95065.26574707033,98927.22662353516,95265.10638427734,92476.7666015625,116505.7879638672,131688.00915527344,149867.79064941406,114648.98754882812,182159.5125732422,142898.46997070312,107248.0281982422,154767.54821777344,104574.26818847656,107006.12744140624,105966.08740234376,124775.6884765625,204250.03564453125,182610.23559570312,132956.2490234375,222169.85424804688,537202.0782470703,388599.9461669922,71790.78509521484
PG(40:5),-0.5985241060346148,10.114348542948052,4.139774474862563,0.04188674954636965,0.944253688995325,PG,1921116.6137695312,1990627.8212890625,1795263.40625,1336318.6655273438,2669009.0595703125,6008610.127929688,6679893.2568359375,1647119.595703125,11186541.5078125,5439727.274414063,2050464.5673828125,5296196.798828125,1287889.1137695312,2459894.5283203125,2316902.014648437,3103028.116210937,12990467.689453123,12140071.599609377,3317074.04296875,17123154.8359375,11258568.373046877,2102062.8798828125,911319.083984375
DG(42:10)|DG(41:3)_C16:0,0.5935471048270504,7.270205732360873,4.0716417983621795,0.04360886891937537,0.9451308640871688,DAG,614653.1374359131,204367.95440673828,1424806.2537231443,143561.33016586304,155495.5696144104,374479.9860839844,382808.85092163086,216297.03594970703,295457.1799316406,219867.09423828125,141836.33029937744,864496.5432739258,345031.70208740234,188861.67364501956,67604.58470916748,129779.36725997923,215472.133972168,285808.3187866211,175375.33056640625,213504.8345413208,235715.65625,183741.09313964844,3677631.8136291504
PG(40:6),-0.5934561821878995,12.929251351067327,4.07045770756055,0.04363944801642025,0.9451308640871688,PG,12916787.27734375,14423670.59375,12054747.8203125,9150624.7177734375,19055024.125,41569808.76171875,47286896.8359375,11582971.833984377,81030188.96875,37547667.85546875,15077319.83984375,35941538.203125,8951768.888671875,16318027.291015623,16144537.72265625,21708278.05078125,91332560.65625,86909209.125,23102026.1640625,122695345.265625,80955134.140625,13995563.025390623,6247493.1796875
DG(35:5)_C16:0,-0.5919834232114356,0.06253496894815336,4.046159590800471,0.04427195320318682,0.9524372865778923,DAG,5191.380355834961,2630.300189971924,2711.8401794433594,2628.8601875305176,2631.760185241699,3094.560199737549,2737.9002075195312,2633.780185699463,2633.240173339844,2626.9401893615723,4953.260360717773,2674.8201866149902,3764.38024520874,2630.980194091797,2630.720184326172,7429.760589599609,27976.502151489258,2994.2602195739746,2631.580173492432,2625.3601875305176,2629.8201866149902,2627.340175628662,2623.7001914978027
[TG(53:10)|TG(52:3)]_FA18:0,-0.5892014243047555,11.36885619208015,4.012702998753241,0.045158697724034726,0.965080248711656,TAG,308901.162109375,310688.8635253906,3000465.778869629,242122.57775878903,441195.3471679688,3551577.3356933594,19702937.071289062,16527533.705078123,45816967.455078125,19092313.255249023,834868.0583496094,789720.48974609375,580167.2384033203,383038.8825683594,1671012.2052001953,645329.0283203125,4418807.720214844,47912478.7388916,56717513.642578125,46450229.65490723,4850849.13293457,8042670.727294922,57188.86389160156
LPC(18:3),-0.587112897026222,5.612173042752478,3.984409518163375,0.04592319420385484,0.9749614979989446,PC,126987.10949707033,164314.37225341797,176083.8735961914,101087.82666015624,159305.97106933594,179197.3119506836,185641.65362548828,130454.10961914062,205440.9158935547,159137.05096435547,141632.63055419922,289607.9013671875,152021.8920288086,222853.81604003903,201125.1353149414,225633.89483642575,397136.1105957031,402842.1877441406,198590.1143798828,337999.0426635742,302376.5203857422,128410.52941894533,50995.36401367188
[TG(49:7)|TG(48:0)]_FA18:3,-0.5785267257167848,4.643942151488023,3.8694066603676447,0.04917390262738364,0.9856160483140808,TAG,71855.54510498047,70092.78503417969,78062.24575805664,66095.82473754883,72066.18536376953,87500.14562988281,88240.3657836914,62051.46435546875,92663.04650878906,101813.44653320312,82073.56536865234,77346.68536376953,62379.72442626953,58501.6237487793,64392.704528808594,71548.72552490234,103239.14764404295,97125.2074584961,75571.20565795898,103673.50689697266,451352.4703979492,336017.88439941406,39280.78271484375
[TG(54:5)]_FA16:1,-0.5793728702123454,10.30715017486133,3.8808184171512394,0.048840743720986284,0.9856160483140808,TAG,1750642.2724609375,2567570.925842285,1782757.1433105469,755170.75,3319851.123535156,6408291.640258789,6543610.8505859375,2014971.0126953125,15857223.345703123,5657722.0537109375,3548834.724975586,5704877.237548828,1500615.077758789,1964871.592041016,2053373.1634521484,3364039.373046875,16958184.77001953,14953420.697875977,4635697.680175781,21246502.786376957,12163959.627197266,1521280.9294433594,50920.82379150391
DG(44:12)|DG(43:5)_C16:1,-0.5785820727116961,5.221863664763324,3.8701957775840583,0.049150787802744456,0.9856160483140808,DAG,70156.64513015747,134623.948928833,85575.30623626709,62623.664390563965,63204.98435211182,183160.21207809448,252052.73628234863,211786.3348388672,65354.845165252686,102680.00714492798,64674.96460342407,163146.05296325684,166715.8097229004,118935.46961975098,63005.96418762207,65212.364669799805,219219.75482177731,190956.75390625,177770.69184875488,82877.80584716797,907425.1993103029,108851.52783966064,109881.40813446043
PC(18:0)|LPC(19:0)|PC(O-19:0)|LPC(O-20:0),-0.5830122963540079,5.434534055671315,3.9293062016295157,0.04745151711583834,0.9856160483140808,PC,121892.42852783205,130004.96862792967,145181.9310913086,104757.20678710938,146856.45092773438,152031.2685546875,168562.29260253906,119154.0689086914,174377.0307006836,136403.6505126953,110134.66693115234,263976.7783203125,154125.2305908203,191096.79162597656,145641.6098022461,190706.01580810547,339132.38201904297,349260.28424072266,189176.7114868164,287483.25994873047,253876.9196777344,122626.0473022461,70886.9652709961
PC(37:5)|PC(O-38:5)|PC(P-38:4),-0.5786800527620949,12.455745916397802,3.8716068797065972,0.049109482393219404,0.9856160483140808,PC,11083406.791992188,20101380.390625,12578566.255371094,7163142.3974609375,19018838.9453125,20833975.27050781,23123125.991210938,11510537.62072754,44248479.03271485,17269658.319335938,22323362.28735352,37153301.95214844,12348601.596191406,17498863.310791016,18749251.918945312,26510368.64453125,58162328.9519043,43377886.27441406,19563371.71166992,69889009.33203125,43503641.1796875,6305232.642089844,389331.6237792969
PC(37:6)|PC(O-38:6)|PC(P-38:5),-0.5786452127010611,12.442676300862757,3.871143782211327,0.04912303401863104,0.9856160483140808,PC,10889105.584960938,19986773.65722656,12415628.169433594,7037187.353027344,19047993.596679688,20858743.354492188,22674842.19140625,11301096.92211914,43842580.91650391,17040031.421875,22251029.63696289,37186486.50341797,12163304.14111328,17027573.830078125,18468165.8984375,26075250.6953125,57887460.97998047,42998556.55859375,19195843.890625,69588333.70800781,43397204.53198242,6286544.3662109375,364113.2419433594
PC(37:7)|PC(P-38:6)|PC(36:0)|PC(O-37:0),-0.5791763531129777,12.430653808320177,3.878206648512151,0.04891678174092994,0.9856160483140808,PC,10873109.75,20010711.06347656,12469479.072998049,6997566.166015625,18688872.005371097,20501198.8671875,22442625.977539062,11374173.30834961,43045755.393066406,17010618.298828125,22008356.975585938,37168714.43457031,12090503.279296877,16274940.46899414,18417599.75,25966593.587646484,57694103.01074219,42388853.68847656,19105171.076171875,69135753.876953125,42951338.84301758,6287547.725830078,360695.64685058594
PC(O-38:8)|PC(36:1)|PC(O-37:1)|PC(P-37:0),-0.5847441784878599,12.415016657492764,3.9526248987334434,0.04679831525187826,0.9856160483140808,PC,10737094.068359377,19871486.259765625,12141181.471191406,6899223.950683594,18105743.34375,20345397.401367188,22071159.81835937,10995615.462280272,42979109.884521484,16879181.690429688,21849503.29370117,36560973.71533203,11972773.529052734,16382911.966186523,18099449.1484375,25603010.66210937,57091870.467041016,42135137.71142578,19000803.30126953,69085775.19824219,42431055.1328125,6103881.873046875,349393.5646972656
PG(40:4),-0.5794953327379606,8.953865556484276,3.882444590330124,0.04879346299279242,0.9856160483140808,PG,1027575.1293945312,760881.6953125,923141.7275390624,605040.57763671875,1128920.3798828125,2633231.5029296875,2826507.2763671875,837962.14013671875,5172529.517578125,2505469.0356445312,791687.6298828125,2493463.6215820312,634237.32421875,1177726.2592773438,963610.7668457032,1474767.2685546875,5736583.612304688,5233927.9609375,1506665.7421875,7657596.0546875,4491225.3916015625,978264.73681640625,462435.61083984375
[TG(60:11)|TG(59:4)]_FA22:5,0.5745851507198093,7.853420221396049,3.817348332479014,0.050724453677284814,0.9980964147353542,TAG,671953.0221557617,384405.6868286133,823598.8026123047,370372.8640136719,676317.8728027344,2648283.095336914,2107619.1834106445,748090.8194580078,2468913.024230957,2276051.0715942383,383520.56640625,557559.8624267578,293571.6202392578,481469.69818115234,442773.41662597656,613467.6634521484,1847779.690979004,2120322.901123047,572974.5184936523,1530168.8942260742,835772.0821533203,473887.91119384766,80920.16526794434
DG(39:8)|DG(O-40:8)|DG(38:1)_C16:1,-0.5755925343704593,5.057535903820332,3.8305530029574584,0.05032632586317033,0.9980964147353542,DAG,76883.08529663086,111271.42752838136,84247.78621673584,65897.844581604,66635.06539535522,173316.1928100586,210512.7559814453,134866.28936767578,67826.54486083984,106033.68741226196,66525.96438217163,138873.24978256226,121791.04809570312,101813.70794677734,69701.86503219604,71623.02498245239,193675.35333251956,163503.81268310547,155639.75115966797,88254.74551773071,827400.6384887695,106941.60817337036,89573.64685058594
DG(dO-38:9)|DG(35:2)_C16:1,-0.5748524966087487,1.9889613976817622,3.8194551959977616,0.05066070806678102,0.9980964147353542,DAG,17910.50128173828,48793.063205718994,4842.660354614258,2932.3802032470703,2922.0402221679688,2969.2802085876465,2924.780204772949,4457.380325317383,7720.68058013916,2962.880207061768,2927.68021774292,54988.82339477539,66430.00452804565,3819.640285491944,2925.5202293396,2919.4202003479004,2926.260204315185,2924.340209960937,2934.240196228028,2932.7801933288574,6812.580539703369,2931.7201919555664,43695.28314971924
[TG(62:8)|TG(61:1)]_FA14:0,-0.5729500635884277,4.286769415472951,3.795593502268275,0.051387652211623475,0.9989635764271624,TAG,50526.1229095459,78430.92561340332,98858.20681762695,66661.46447753906,59926.06425476074,40934.94305419922,49867.5634765625,52096.0241394043,48437.54379272461,38139.24270629883,79790.84646606445,106787.00849914552,31114.5224609375,134742.0860595703,138749.22956848145,134977.84603881836,93454.90579223631,53663.10438537598,140575.82794189453,121434.84828186037,63990.28439331055,36828.32299804688,16025.281311035156
FA(11:1),0.5733880754071249,5.4146794799688305,3.801473550005767,0.05120749894878115,0.9989635764271624,FA,102327.4871826172,122395.36938476562,102108.1275024414,171466.1728515625,650842.32666015625,87726.26647949219,183012.15258789065,147070.20947265625,152758.51098632812,94607.10711669922,202316.41333007807,122407.46899414062,184936.91259765625,124767.28967285156,74286.28521728516,85902.04669189453,89279.50646972656,91987.80700683594,173683.8330078125,180209.7321777344,98959.566650390625,239148.4560546875,174002.03344726562
[TG(37:0)]_FA14:0,0.03767482785560591,4.2088705627865854,0.016518452782662507,0.897734201166868,0.9999253326495259,TAG,56813.90417480469,61669.54443359375,59735.16430664063,64140.56475830078,76610.12512207031,85772.64538574219,86995.90612792969,68284.30505371094,82976.54541015625,89354.386474609375,61862.30438232422,62025.08410644531,57146.62451171875,61422.92419433594,64227.04455566406,64433.00500488281,102726.1866455078,76987.42517089844,66010.965087890625,83257.80596923828,117497.42797851562,85667.64599609375,53841.62384033203
[TG(37:0)]_FA16:0,-0.4986690151350275,5.263943308473521,2.879832157055489,0.08969537060351755,0.9999253326495259,TAG,113762.32836914062,104760.70751953124,92330.106201171875,140234.86975097656,113075.16748046876,150667.89221191406,153821.54931640625,88513.66540527344,141173.79064941406,166495.21264648438,118604.08837890624,114335.1470336914,89185.6069946289,82937.7251586914,95002.5259399414,112241.92797851562,154496.5502319336,133137.84924316406,112886.82830810548,168021.9139404297,739715.1964111328,475194.974609375,63377.2846069336
[TG(37:0)]_FA18:0,-0.15221981135662213,5.935895625273449,0.2695492783495861,0.6036342804926736,0.9999253326495259,TAG,173908.89196777344,167732.53100585938,174437.55200195312,153320.4306640625,205280.8963623047,388386.4451904297,340451.1209716797,177042.41442871094,345832.0233154297,301109.7202148437,155056.2100830078,203138.51538085935,167566.45080566406,188696.5134277344,172782.87255859375,208804.85571289065,494381.7938842773,435350.8660888672,271753.2000732422,413390.39025878906,337943.5686035156,232724.77630615237,133977.5894165039
[TG(38:0)]_FA14:0,0.0746877674602822,6.9671350304046005,0.06491590088262456,0.7988883963372019,0.9999253326495259,TAG,575114.0029296875,453998.41259765625,576837.54736328125,627185.3798828125,381877.9873046875,499407.71728515625,444647.0942382813,436859.552734375,440764.4448242188,443809.4326171875,485836.99609375,488922.1025390625,313084.14306640625,673425.7041015625,645809.3076171875,459092.4375,502846.35546875,423534.0283203125,515673.0126953125,444194.83203125,537698.6728515625,432055.65234375,263183.95703125
[TG(38:0)]_FA16:0,0.0042003254271535135,5.611719766759016,2.0533409815470804e-4,0.988567117590851,0.9999253326495259,TAG,159065.771484375,162182.43115234375,160541.63061523438,146773.650390625,211170.57495117188,237689.8767089844,233457.25732421875,153173.09057617188,202850.85278320312,242860.71875,174292.533203125,156396.91259765625,153971.97143554688,142518.25073242188,151971.27001953125,169172.55346679688,258137.33862304688,228535.9353027344,168245.09155273438,250322.7978515625,378790.8054199219,237564.3154296875,139112.30981445312
[TG(38:0)]_FA18:0,-0.006902414375931178,6.253981197356235,5.544981170260144e-4,0.9812133231594856,0.9999253326495259,TAG,231591.39526367188,229197.95654296875,288354.2397460937,201922.65551757807,293575.79931640625,393965.9040527344,390397.2478027344,251837.6572265625,452126.6120605469,364719.5646972656,228400.35595703125,226232.49633789065,216683.8134765625,214999.17700195312,196513.73388671875,234072.49536132807,408379.93115234375,392086.8244628906,327425.822265625,517066.75634765625,584651.6628417969,377423.1245117188,184773.5329589844
[TG(38:1)]_FA14:0,0.10232419451246219,9.849525931206966,0.12183464021265422,0.7270531301982642,0.9999253326495259,TAG,7845951.183227539,4185296.7275390634,7119355.3818359375,8717796.2490234375,1306365.9553222656,292272.2409667969,574324.9427490234,3375497.0100097656,251626.8599853516,219897.2945556641,4034529.987915039,4636515.900512695,992602.9139404296,9838704.557861328,9688093.11669922,3726056.857666016,435299.6118164063,362804.6832275391,4904561.684204102,418657.8930664063,331275.9782714844,690909.6423339844,49943.38360595703
[TG(38:1)]_FA16:0 | DG(40:8)|DG(39:1)_C16:0,0.12846764702363714,5.268278381138536,0.1920156469465777,0.6612442803055345,0.9999253326495259,DAG,117857.62874221802,138923.74975585938,198437.51489257807,99650.04689788818,101437.38710021973,184341.79223632807,203776.5355224609,142952.64904785156,258922.51977539065,190720.29296875,113941.68785858154,133198.08935546875,125240.10925292967,118659.24829101562,98409.746509552,124984.60903930664,200443.31384277344,204165.1541748047,203061.57470703125,124976.68901062012,231146.7165527344,141347.67053222656,102517.0669555664
[TG(38:1)]_FA16:0 | DG(40:8)|DG(39:1)_C16:0,0.12846764702363714,5.268278381138536,0.1920156469465777,0.6612442803055345,0.9999253326495259,TAG,87117.30615234375,85381.846435546875,115095.78833007812,104112.96752929688,108836.60803222656,132072.01000976562,130470.08984375,83546.76623535156,162365.49084472656,137002.06884765625,83099.64660644531,82539.22619628906,80070.84606933594,72732.00500488281,74106.52478027344,87088.5859375,125550.62866210938,128971.12951660156,125202.28833007812,205303.9716796875,188662.5711669922,101859.72692871094,66849.10485839844
[TG(38:1)]_FA16:1 | DG(40:8)|DG(39:1)_C16:1,-0.05776239820172662,6.031952185502828,0.03882921845496412,0.8437873859111443,0.9999253326495259,TAG,169394.87280273438,163152.33032226562,176278.43237304688,164850.072265625,225710.8967285156,257056.55810546875,264878.05810546875,171671.271484375,254936.818359375,279472.7421875,199193.5927734375,162652.37255859375,159027.91235351562,159007.65209960938,153255.49145507812,186273.91259765625,295530.7983398437,247321.19677734372,178004.09130859375,258785.078125,429288.6687011719,268826.3581542969,128104.22973632812
[TG(38:1)]_FA16:1 | DG(40:8)|DG(39:1)_C16:1,-0.05776239820172662,6.031952185502828,0.03882921845496412,0.8437873859111443,0.9999253326495259,DAG,220716.31566238403,241850.7371635437,223361.0556983948,205485.9549255371,210777.794380188,321232.88134765625,356212.4650878906,251695.01684570312,210960.9140510559,225191.97441101077,219928.8151283264,256015.07762146,239761.11657714844,219825.39614105225,222675.69596862796,211500.97533416748,373951.88818359375,305545.77978515625,266003.4392089844,228669.2567558289,523020.716796875,217148.69565963745,217122.51489257807
[TG(38:1)]_FA18:0 | DG(40:8)|DG(39:1)_C18:0,0.008989584332436422,3.029189990942751,9.404309001013189e-4,0.9755355509149348,0.9999253326495259,DAG,21938.081478118896,25265.761795043945,35788.72264480591,32867.82232284546,27615.84205627441,38236.94271087647,35762.24235153198,35829.9627532959,35638.88236999512,32002.56232070923,27272.56196212769,24562.081886291504,18558.581298828125,28284.681957244877,24974.02178955078,28625.78203201294,50739.18348312378,32288.48234558105,31699.26224899292,32392.742389678955,87834.24602890015,32776.70234298706,20074.461338043213
