lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023
Cer(d18:2/14:0),3.1569352699960076,10.517332085142003,22.406790320159416,2.2059272966034693e-6,0.0033022731630153934,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,Cer,3416852.9455070496,269664.724155426,694974.3241043091,174427.89269256592,152164.46856689453,190887.815322876,40619.60283660889
Cer(d18:2/22:0),2.760121097709566,13.332480923570051,17.719631515930637,2.5597125519339272e-5,0.019159448451225445,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,Cer,21876463.47729492,2192631.454345703,5911809.000732422,1038344.095703125,2183185.178466797,1487201.7111816406,284826.11853027344
Cer(d18:1/22:0),2.0628561948120123,9.153601500877878,10.441342917463771,0.0012322564455606862,0.49842164592821075,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,Cer,1037137.8373565674,160806.1912765503,307433.958732605,100939.0463218689,160411.19227600098,119152.56928253174,49472.7434463501
CerP(d18:1/16:0),2.0032027384278877,9.186001650509446,9.88674598981379,0.0016647349563400494,0.49842164592821075,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,Cer,1047218.1471862792,161611.6707763672,317005.54399108887,105640.08877563477,175879.49389648438,121013.00926208496,51915.16375732422
Lyso_PS(20:2) | PS (20:2)_2,-2.0307366206764152,9.366832566183412,10.141261634307739,0.0014498689720954772,0.49842164592821075,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,73165.14535522461,89653.12752914429,270398.1398925781,162181.99141311646,1324859.714050293,366582.3260498047,80939.62471008301
Lyso_PS(20:2) | PS (20:2),-1.951672549335176,9.31566800213151,9.417380666563986,0.0021493832666458416,0.5362711250281375,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,71950.42471313477,92326.08652114868,272683.3405761719,53945.304470062256,1309739.403869629,406250.045715332,78611.82608032227
"(11Z,14Z)-eicosadienoylcarnitine",0.06416059156225687,11.599634776245773,0.010920448444267095,0.9167718148223474,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CAR,1464825.83203125,1445031.9301757812,1422254.4301757812,1332756.2084960938,1313436.7885742188,1536662.2856445312,1833013.6752929688
(11Z)-eicoseneoylcarnitine,0.06683466402731086,11.596532944020607,0.011849615053506568,0.9133167559441107,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CAR,1450974.412109375,1446175.0439453125,1469500.5795898438,1300758.2841796875,1356376.1943359375,1553075.8388671875,1770335.1005859375
"(13Z,16Z)-docosadienoylcarnitine",0.10630992636900423,11.588841174602448,0.029977052508911584,0.862542308315681,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CAR,1547859.026428223,1384342.3704833984,1401085.4095458984,1284612.1057128906,1277668.0494384766,1509455.984741211,1846519.2565917969
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",-0.07924570140915375,12.210101903028532,0.01665853662416339,0.8973038792635153,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CAR,2341072.076904297,2281951.5776367188,2132253.7890625,3004035.1204833984,2011026.9294433591,2188599.0122070312,2077579.7651367188
"(5Z,8Z)-tetradecadienoylcarnitine",1.092158065192293,15.948152800840248,3.091748837072142,0.07869019381358476,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CAR,75825428.853515625,29749622.64453125,40969587.21484375,15439015.444335938,37982357.49316406,18655737.474609375,1785924.2541503906
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",0.09410191016141818,11.420910939208026,0.023488717972242057,0.8781930108328693,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CAR,1355693.1580810547,1244091.2459716797,1216621.2817382812,1148186.4895019531,1091271.1774902344,1370722.953857422,1684194.2908935547
"(7Z,10Z)-hexadecadienoylcarnitine",0.08791035225180613,11.969676122336429,0.020499940728768706,0.8861496013701168,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CAR,1808904.2744140625,1820135.4990234375,1873401.7072753904,1685194.9013671875,1660596.78125,1881966.813232422,2578376.0740966797
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",-0.2570305403138613,14.742725023698728,0.17503960618509806,0.6756712448534283,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CAR,10508922.293945312,17918375.471679688,14634731.657226562,24808766.91748047,19723779.49658203,7436995.044921875,2155070.9477539062
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",-0.1412965422624143,13.5418665311037,0.05294559046785419,0.8180147732665067,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CAR,4689957.828857422,7210002.552490234,6411734.287353516,8561014.840332031,7636011.399658203,4199385.319580078,2817110.0759277344
(9Z)-3-hydroxyoctadecenoylcarnitine,-0.24948569618213318,14.82216076018938,0.1649268328601603,0.6846604208820354,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CAR,11026079.612304688,19093728.143554688,15453683.57763672,25626555.60546875,21029996.708984375,8047711.172851563,2395006.220703125
1-O-behenoyl-Cer(d18:1/16:0),0.011835317341910234,6.133657943638028,3.7158521581659443e-4,0.984620494237393,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,Cer,33323.14264297485,36546.822441101074,39283.802684783936,41078.122703552246,41187.70300292969,27728.001831054688,22294.401321411133
1-O-carboceroyl-Cer(d18:1/16:0),0.5195584378766056,7.45329557690221,0.7122951350502263,0.3986829340360059,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,Cer,119585.8681526184,86770.38639831543,115558.20627593994,63072.24443435669,96314.38687133788,71027.58568572998,49086.90395736694
1-O-carboceroyl-Cer(d18:1/18:0),0.25511396665471947,5.608123372847594,0.17241477922996748,0.6779745737166405,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,Cer,24480.881874084473,23461.22156906128,21810.941791534424,16931.921321868896,20784.1814994812,21460.881801605225,32565.38228225708
1-O-cerotoyl-Cer(d18:1/16:0),0.1771903876582652,7.582286491188009,0.08323987572475733,0.7729539156258074,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,Cer,100954.5672607422,83571.66579055786,98255.28512954712,63247.98458099365,78392.94470977783,111197.36640167236,104272.36771011353
1-O-cerotoyl-Cer(d18:1/18:0),0.2671247038816193,9.361790330769493,0.18903563356286668,0.6637204661159867,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,Cer,304801.284576416,276514.42039108276,285917.71657562256,157930.9115447998,228741.71733093265,339689.64263916016,544596.580368042
1-O-eicosanoyl-Cer(d18:1/16:0),-0.07207714822890528,6.2950031862547045,0.013780133068735267,0.9065519498899562,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,Cer,38517.28271102905,40629.2631149292,37163.8623008728,40477.462688446045,47302.34348678589,36310.98204803467,28402.641986846924
1-O-lignoceroyl-Cer(d18:1/16:0),0.4404051844114394,7.207412647517304,0.512564086638463,0.4740309843195076,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,Cer,104923.82834243774,79647.96742630005,97751.66666412354,70156.98491287231,90403.96683502196,53195.04327392578,19274.341342926025
1-O-myristoyl-Cer(d18:1/16:0),0.15242448900757316,6.619566576327482,0.06160519251648111,0.8039766232077996,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,Cer,55029.08363342285,50479.26407623291,45911.8233833313,44181.50326156616,49011.963397979736,45070.7234954834,43334.30277252197
1-O-palmitoyl-Cer(d18:1/16:0),0.06271155164858261,6.5100276191198185,0.010431972304672854,0.9186479113056889,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,Cer,41975.34289932251,43672.76354598999,43771.94339752197,39518.76318740845,44456.16331863403,41486.06307220459,50665.82361602783
1-O-stearoyl-Cer(d18:1/16:0),-0.10288082059002727,6.549377399701119,0.028072841994571718,0.8669376860422882,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,Cer,44340.323066711426,49289.16366195679,44351.12351226807,51899.823543548584,56296.36441421509,42019.50308609009,32940.40257644653
1-O-tricosanoyl-Cer(d18:1/16:0),0.20962152421206665,6.3838129258,0.1164654634476392,0.7329000539321546,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,Cer,45042.482692718506,47179.88382720947,49861.92351913452,42341.26301193237,47969.623191833496,34593.72241592407,21537.66153717041
1-O-tricosanoyl-Cer(d18:1/18:0),0.22296160573284662,4.563046037697537,0.13171465638839663,0.7166608071853264,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,Cer,13229.820877075195,10774.420791625977,11459.260730743408,9018.440578460692,11086.620765686035,10810.2406539917,12759.900817871094
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",-0.1522438897125145,13.021112481309107,0.06146365044365165,0.8041973599360942,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CAR,3537992.9995117188,4869216.183105469,3993657.2543945312,5983760.49609375,5044906.811035156,2897261.4868164062,2428656.8916015625
12:0 Cholesteryl ester,0.12109596996644782,8.21225703988439,0.03889215078379493,0.8436624779293026,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,184184.01274108887,194290.03338623047,57300.26417160034,169429.59413146973,191839.97328186035,48507.40311431885,158999.98956298828
12:0 Cholesteryl ester_2,0.186781897557874,8.217983965300352,0.09249036033725133,0.7610347343602601,0.9999396948302194,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,CE,194223.2352294922,194121.27363967896,55628.72424697876,170046.1913909912,177208.31147766113,51444.80327987671,163044.15301513672
