,Lipid,Parent_Ion,Product_Ion,Sample_ID,Transition,OzESI_Intensity,Retention_Time,n-7,n-9,n-10,n-12,db_pos
2070,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2071,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2072,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2073,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2074,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2075,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2076,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2077,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2078,"[TG(56:10),TG(55:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-10
2079,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2080,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2081,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2082,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2083,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2084,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2085,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2086,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2087,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2088,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2089,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2090,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2091,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2092,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2093,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2094,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2095,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2096,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2097,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2098,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2099,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2100,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2101,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2102,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2103,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2104,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2105,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2106,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2107,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2108,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2109,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2110,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2111,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2112,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2113,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_cortex_O3on_01,792.7 -> 603.5,29363.0,15.77,710.7,682.7,668.7,640.7,n-9
2114,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2115,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2116,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2117,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2118,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2119,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2120,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2121,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2122,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2123,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2124,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2125,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2126,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2127,"[TG(56:10),TG(55:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-10
2128,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2129,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2130,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2131,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2132,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2133,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2134,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2135,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2136,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2137,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2138,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2139,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2140,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2141,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2142,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2143,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2144,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2145,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2146,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2147,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2148,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2149,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2150,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2151,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2152,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2153,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2154,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2155,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2156,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2157,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2158,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2159,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2160,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2161,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2162,"[TG(55:10),TG(54:3)]_FA18:1",792.7,603.5,11282023_FAD184_F4_WT_dienc_O3on_01,792.7 -> 603.5,46918.0,15.77,710.7,682.7,668.7,640.7,n-9
2163,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2164,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2165,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2166,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2167,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2168,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2169,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2170,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2171,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2172,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2173,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2174,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2175,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2176,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2177,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2178,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2179,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2180,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2181,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2182,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2183,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2184,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2185,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2186,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2187,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2188,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2189,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2190,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2191,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2192,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2193,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2194,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2195,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2196,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2197,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2198,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2199,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2200,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2201,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2202,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2203,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2204,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2205,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2206,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2207,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
2208,"[TG(55:9),TG(54:2)]_FA18:1",794.7,605.5,11282023_FAD184_F4_WT_dienc_O3on_01,794.7 -> 605.5,17329.0,17.25,712.7,684.7,670.7,642.7,n-9
