lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023
Lyso_PE(18:4),1.9151627466473249,8.509121210930788,12.486284738509312,4.0995068223782674e-4,0.6136961713100266,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,PE,132420.98950195312,49292.863525390625,50390.56359863281,1178031.4189453125,160638.87255859375,112687.5479736328,27969.562103271484,35946.782318115234,90881.506103515625,48831.60382080078
"(11Z,14Z)-eicosadienoylcarnitine",-0.4366852316406877,11.574324598478809,0.6538516106083991,0.41873898488829564,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CAR,1429124.1762695312,1350856.4809570312,1431788.9677734375,1357653.3920898438,1322329.38671875,1437470.2348632812,1481437.8369140625,1510009.1274414062,1611557.333984375,1833013.6752929688
(11Z)-eicoseneoylcarnitine,-0.40580952801797926,11.585434574595762,0.5653869233210571,0.4520978754211603,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CAR,1461574.3852539062,1395572.740234375,1457662.7182617188,1408961.5532226562,1324620.29296875,1469218.4106445312,1479341.6264648438,1496397.3359375,1650848.89453125,1770335.1005859375
"(13Z,16Z)-docosadienoylcarnitine",-0.4225988306379672,11.564483651301893,0.6127110453562636,0.4337688758625257,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CAR,1420361.1004638672,1281745.7750854492,1508125.2795410156,1349872.0334472656,1265010.6803588867,1427897.3614501953,1472655.911315918,1561466.8793945312,1541192.444946289,1846519.2565917969
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",-0.4499906487197184,12.191004008385415,0.6939112453328564,0.404837198810967,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CAR,2184246.087890625,2205746.576171875,2470854.001464844,2018780.289794922,2194784.690185547,2492220.4825439453,2412503.1643066406,2579735.21484375,2093678.0153808591,2077579.7651367188
"(5Z,8Z)-tetradecadienoylcarnitine",-1.190540252133312,16.5682017519531,4.662188274296067,0.03083387051872317,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CAR,29948597.337890625,26648913.84375,16632944.549316406,65346110.588378906,30582186.538085938,28337082.129882812,139608184.45239258,26376597.729492188,25367756.57104492,1785924.2541503906
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",-0.44123312881576726,11.377680845511598,0.6674129717575854,0.4139550193846315,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CAR,1260946.1431884766,1137990.1825561523,1271184.7647705078,1143505.6591796875,1110796.737915039,1253343.1610107422,1276397.7185058594,1314163.553955078,1433375.403076172,1684194.2908935547
"(7Z,10Z)-hexadecadienoylcarnitine",-0.44162809620515936,11.923447604462691,0.6685976688277153,0.4135409510922433,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CAR,1770713.409423828,1717515.307861328,1811327.671875,1667394.3842773438,1606353.2426757812,1873921.4216308591,1902876.1496582031,2005393.249267578,1818268.425048828,2578376.0740966797
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",-0.2124349776533705,14.991237798021295,0.1560651859837896,0.6928053496508746,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CAR,16470506.173828123,19040901.25390625,19527801.967285156,19669121.095703125,22132601.1640625,12139073.696289062,18102972.64501953,15758916.81298828,14440797.770507812,2155070.9477539062
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",-0.2682401163856112,13.753959991778423,0.2483443084446728,0.6182433210545145,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CAR,6556788.756103516,7579394.700439453,7847061.452392578,7985043.280273437,8245887.214111328,5412256.6162109375,7534727.410644531,6695696.98828125,6682941.8681640625,2817110.0759277344
(9Z)-3-hydroxyoctadecenoylcarnitine,-0.20590637160048914,15.07582389814089,0.14665244338690897,0.7017551520072985,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CAR,17311510.770996094,20298427.107910156,20722991.56201172,21033323.51171875,23314671.77001953,12741658.96826172,19088064.09716797,16634745.890625,15611679.19482422,2395006.220703125
1-O-behenoyl-Cer(d18:1/16:0),-0.047101627654031385,6.112256226127532,0.007710707798196381,0.9300271841012892,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,Cer,36692.462463378906,37616.98265457153,47163.46329879761,38684.44284820557,42416.122787475586,30153.32243347168,25673.94190979004,38013.282623291016,29481.562602996823,22294.401321411133
1-O-carboceroyl-Cer(d18:1/16:0),-0.010276836871470732,7.419308524681757,3.674450854305178e-4,0.9847064014097798,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,Cer,94097.04789352416,71634.02543640137,152652.411567688,90605.04538345335,63292.42442703247,81261.78657150269,59303.043910980225,157176.4503211975,59104.12437057495,49086.90395736694
1-O-carboceroyl-Cer(d18:1/18:0),-0.2698071937839558,5.543369872268144,0.25120496073986953,0.6162279026774645,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,Cer,24564.40146255493,21907.801445007324,21279.241298675537,21167.64161300659,23518.86159515381,24620.98153686523,18542.74126815796,20872.98154449463,19351.66135406494,32565.38228225708
1-O-cerotoyl-Cer(d18:1/16:0),-0.32208507991025903,7.424772307465246,0.35732803146868264,0.5499939361943028,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,Cer,77182.18599319458,67614.68476867676,112079.00816345216,75406.60494613647,71531.56502151489,94600.40604019164,48290.72343444824,129686.40884780884,90206.18699645996,104272.36771011353
1-O-cerotoyl-Cer(d18:1/18:0),-0.4247616216590105,9.149575795098666,0.6189363644480183,0.43144281435265713,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,Cer,261576.97959136963,228328.85834503177,223601.65310287476,227696.1364517212,242689.6378440857,319763.26332473755,188144.5944366455,290259.72340393066,254315.69579315183,544596.580368042
1-O-eicosanoyl-Cer(d18:1/16:0),-0.059433341606956465,6.075565351173643,0.012272477190776954,0.9117898433621903,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,Cer,36027.762283325195,42948.363021850586,42736.36308288574,30331.58203125,38312.82266235352,32873.5220451355,24691.961532592773,32300.022270202637,30083.80215072632,28402.641986846924
1-O-lignoceroyl-Cer(d18:1/16:0),0.07856015828647539,7.196381217248902,0.021518649147765245,0.8833748474135228,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,Cer,84782.36605834961,66330.18539047241,144407.71041107178,81413.10648345947,61918.36474227905,70929.20533752441,51119.96410369873,132110.53005218506,46688.28359603882,19274.341342926025
1-O-myristoyl-Cer(d18:1/16:0),-0.06421592954998122,6.55459101472946,0.014325511075185204,0.9047293345659257,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,Cer,54183.54351043701,53711.363929748535,49155.66358947754,50361.163749694824,52282.40361404419,51031.74311065674,29999.60227203369,47704.262954711914,41838.42319107056,43334.30277252197
1-O-palmitoyl-Cer(d18:1/16:0),-0.11218487213693935,6.367376922316809,0.043659727806684145,0.8344879711298308,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,Cer,42159.56315231323,46103.00323486328,43331.863063812256,40639.18308258057,37671.40256881714,41503.562911987305,30627.382152557373,38626.942794799805,38395.3628578186,50665.82361602783
1-O-stearoyl-Cer(d18:1/16:0),0.013424805148726099,6.286797087303629,6.273854555729486e-4,0.9800169454043959,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,Cer,41978.902713775635,47592.20374298096,53856.84366226196,37718.002490997314,39907.92282104492,41409.22291183472,24739.361751556396,39577.362842559814,37099.262493133545,32940.40257644653
1-O-tricosanoyl-Cer(d18:1/16:0),0.0346155322798852,6.472972483425035,0.0041734355074822815,0.948490786868427,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,Cer,47917.14291381836,44551.783615112305,79700.04627227783,46306.862968444824,46462.44305038452,36770.78251647949,26529.861740112305,74690.7049446106,34747.30205154419,21537.66153717041
1-O-tricosanoyl-Cer(d18:1/18:0),-0.284105412348019,4.500701582646182,0.2783515573634645,0.5977837054010078,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,Cer,11874.98077774048,11112.440662384031,11614.500896453856,10037.64073562622,12337.640785217283,10196.060813903809,9660.040676116943,10959.840721130371,10466.840755462646,12759.900817871094
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",-0.3016890762339819,13.167627450379062,0.31375724376589,0.5753836903842867,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CAR,4612804.606933594,5059683.297363281,5089087.544433594,4672021.863769531,5415979.7744140625,3846312.868652344,4968330.218261719,4577722.708984375,4138307.3325195312,2428656.8916015625
12:0 Cholesteryl ester,-0.5759685462364923,8.180469834829703,1.130374922857298,0.2876953813030992,0.9994622117125926,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ hippo,CE,206443.9545135498,187842.8329925537,54702.864181518555,53449.14390563965,200241.51499938965,196464.39416503903,191143.31437683103,48828.74309921265,50371.44329452515,158999.98956298828
