#"+ESI Neutral Loss:1 (rt: 13.884-14.371 min, 15 scans) Frag=166.0V CID@22.0 -[355.2] LD_NL-MUFA_FAD173-5XFAD-M1-liverLD_100x.d "
#Point,X(Thomsons),Y(Counts)
0,700.0,41.9000015258789
1,700.1,108.790672302246
2,700.2,59.172004699707
3,700.3,52.110668182373
4,700.4,46.8853378295898
5,700.5,49.8880004882813
6,700.6,51.1426658630371
7,700.7,49.1706695556641
8,700.8,44.9640007019043
9,700.9,38.1440010070801
10,701.0,36.8600044250488
11,701.1,38.7013397216797
12,701.2,96.1813430786133
13,701.3,187.4306640625
14,701.4,225.525344848633
15,701.5,167.908004760742
16,701.6,68.6706695556641
17,701.7,27.1986675262451
18,701.8,25.505334854126
19,701.9,163.093338012695
20,702.0,416.682647705078
21,702.1,796.744079589844
22,702.2,1226.50268554688
23,702.3,1283.55236816406
24,702.4,1142.67211914063
25,702.5,1169.96142578125
26,702.6,1238.64270019531
27,702.7,962.22265625
28,702.8,419.756011962891
29,702.9,121.766693115234
30,703.0,67.6333389282227
31,703.1,46.7173347473145
32,703.2,71.7386703491211
33,703.3,96.6133346557617
34,703.4,106.918670654297
35,703.5,89.0053482055664
36,703.6,240.409362792969
37,703.7,897.243957519531
38,703.8,1641.17749023438
39,703.9,1814.87072753906
40,704.0,1436.75085449219
41,704.1,1174.06140136719
42,704.2,1226.99475097656
43,704.3,1143.36547851563
44,704.4,732.854736328125
45,704.5,325.094696044922
46,704.6,391.977416992188
47,704.7,717.940124511719
48,704.8,964.621337890625
49,704.9,880.229431152344
50,705.0,524.019958496094
51,705.1,156.4853515625
52,705.2,69.5320053100586
53,705.3,98.4466781616211
54,705.4,96.3933563232422
55,705.5,70.4186706542969
56,705.6,34.8386688232422
57,705.7,26.5026721954346
58,705.8,86.9733505249023
59,705.9,228.553359985352
60,706.0,321.790679931641
61,706.1,276.426696777344
62,706.2,145.990676879883
63,706.3,52.0613403320313
64,706.4,46.9986686706543
65,706.5,49.4946708679199
66,706.6,44.5080032348633
67,706.7,143.789352416992
68,706.8,305.158660888672
69,706.9,368.126647949219
70,707.0,331.121368408203
71,707.1,273.576019287109
72,707.2,264.422668457031
73,707.3,244.934661865234
74,707.4,232.688018798828
75,707.5,384.894714355469
76,707.6,1070.00671386719
77,707.7,2103.37353515625
78,707.8,3411.24267578125
79,707.9,5034.44970703125
80,708.0,6575.97216796875
81,708.1,7216.6416015625
82,708.2,6668.3603515625
83,708.3,6202.048828125
84,708.4,6780.4111328125
85,708.5,7303.50634765625
86,708.6,6075.09423828125
87,708.7,3140.51489257813
88,708.8,615.242736816406
89,708.9,29.6666679382324
90,709.0,111.39200592041
91,709.1,645.585388183594
92,709.2,1204.18408203125
93,709.3,1298.87219238281
94,709.4,836.464050292969
95,709.5,263.630706787109
96,709.6,82.4786758422852
97,709.7,101.221343994141
98,709.8,141.190689086914
99,709.9,523.682678222656
100,710.0,1062.90673828125
101,710.1,1302.41198730469
102,710.2,1192.69201660156
103,710.3,971.085205078125
104,710.4,817.596069335938
105,710.5,536.833374023438
106,710.6,221.933349609375
107,710.7,105.018676757813
108,710.8,80.4560012817383
109,710.9,39.9293327331543
110,711.0,28.553337097168
111,711.1,31.9000034332275
112,711.2,88.7146835327148
113,711.3,159.970672607422
114,711.4,191.650680541992
115,711.5,218.794692993164
116,711.6,753.354614257813
117,711.7,1977.86840820313
118,711.8,2889.06274414063
119,711.9,2655.03369140625
120,712.0,1472.76550292969
121,712.1,758.177368164063
122,712.2,1425.03088378906
123,712.3,3097.91479492188
124,712.4,4421.62451171875
125,712.5,4563.56982421875
126,712.6,3666.33203125
127,712.7,2541.12036132813
128,712.8,1519.21215820313
129,712.9,1050.50671386719
130,713.0,757.598754882813
131,713.1,618.266723632813
132,713.2,606.458740234375
133,713.3,467.093353271484
134,713.4,362.438690185547
